diagnostic_center_id,title,phone,address,city,pincode,mfine_link
6325-vital-imaging,Vital Imaging,"011 4049 6295, 0120 427 1212, 9560201214 ","Plot-894, Sector-5, Near pasas hospital, Vaishali, Vasundhara,  Ghaziabad, Uttar Pradesh - 201012",Ghaziabad,201012,https://www.medifee.com/dc/6325-vital-imaging/
6326-a-k-diagnostic-centre-(sahibabad),A K Diagnostic Centre (Sahibabad),"9910459854 ","DLF Ankur Vihar, Loni, Sahibabad,  Ghaziabad, Uttar Pradesh - 201102",Ghaziabad,201102,https://www.medifee.com/dc/6326-a-k-diagnostic-centre-(sahibabad)/
6327-gupta-chhaya-laboratory,Gupta Chhaya Laboratory,"0120 321 9614, 9810888343 , 9313381516 ","B-19, Near Surya Nagar Police Chowky, Surya Nagar, Raj Nagar,  Ghaziabad, Uttar Pradesh - 201001",Ghaziabad,201001,https://www.medifee.com/dc/6327-gupta-chhaya-laboratory/
6335-unique-pathology-laboratory,Unique Pathology Laboratory,"0120 275 6399, 9811646599, 9811646522 ","B-142, Lohia Nagar, Pandav Nagar, Raj Nagar,  Ghaziabad, Uttar Pradesh - 201001",Ghaziabad,201001,https://www.medifee.com/dc/6335-unique-pathology-laboratory/
6336-health-care-centre,Health Care Centre,"0120 285 8818 ","Lajpat Nagar, Sahibabad,  Ghaziabad, Uttar Pradesh - 201005",Ghaziabad,201005,https://www.medifee.com/dc/6336-health-care-centre/
6337-aggarwal-diagnostic-centre-(raj-nagar),Aggarwal Diagnostic Centre (Raj Nagar),"011 271 0082, 9811262250 ","J-66, Opposite Santosh Medical College, Patel Nagar, Raj Nagar,  Ghaziabad, Uttar Pradesh - 201001",Ghaziabad,201001,https://www.medifee.com/dc/6337-aggarwal-diagnostic-centre-(raj-nagar)/
6370-shreyash-diagnostic,Shreyash Diagnostic,"9560140600 ","Shop No-33. 1St floor, Gyan Khand-3, Main road, Shipra Rivera Tower	, Indirapuram,  Ghaziabad, Uttar Pradesh - 201014",Ghaziabad,201014,https://www.medifee.com/dc/6370-shreyash-diagnostic/
7877-niramaya-pathlabs-patient-care-centre,Niramaya Pathlabs Patient Care Centre,"9555009009 ","Shop No. 05 & 06, Lotus Plaza Market, Vaibahv Khand, Indirapuram,  Ghaziabad, Haryana - 201014",Ghaziabad,201014,https://www.medifee.com/dc/7877-niramaya-pathlabs-patient-care-centre/
7878-niramaya-pathlabs-patient-care-centre,Niramaya Pathlabs Patient Care Centre,"9555009009 ","LGF-008, Crossings Plaza Market, Crossing Republik,  Ghaziabad, Uttar Pradesh - 201016",Ghaziabad,201016,https://www.medifee.com/dc/7878-niramaya-pathlabs-patient-care-centre/
8625-dr-goel-pathology-lab,Dr Goel Pathology Lab,"9999769171 ","8/28 CHIRANJIV VIHAR,  Ghaziabad, Uttar Pradesh - 201002",Ghaziabad,201002,https://www.medifee.com/dc/8625-dr-goel-pathology-lab/
10672-angel-daigno-centre,Angel Daigno Centre,"9958854474 ","Plot No. 114, Nyay Khand 1st Indirapuram , Sahibabad,  Ghaziabad, Utter Pradesh - 201010",Ghaziabad,201010,https://www.medifee.com/dc/10672-angel-daigno-centre/
11082-quest-diagnostics-(rajnagar),Quest Diagnostics (Rajnagar),"8800486674 ","R - 10/103, Sector - 10, Raj Nagar,  Ghaziabad, Uttar Pradesh - 201001",Ghaziabad,NaN,https://www.medifee.com/dc/11082-quest-diagnostics-(rajnagar)/
16908-krishna-health-care-and-rehabilitation-center,Krishna Health Care and Rehabilitation Center,"09911360397 ","Plot no 6 30 foota Road Budh Vihar Bahrampur,  Ghaziabad, Uttar Pradesh - 201009",Ghaziabad,201009,https://www.medifee.com/dc/16908-krishna-health-care-and-rehabilitation-center/
16802-express-clinics-(indra-puram),Express Clinics (Indra Puram),"0120 417 4850 ","Ground Floor & Basement, Plot No 403, Near Presidium School, Niti Khand 2, Indra Puram,  Ghaziabad, Uttar Pradesh - 201014",Ghaziabad,201014,https://www.medifee.com/dc/16802-express-clinics-(indra-puram)/
16781-max-lab,Max Lab,"918700930710 ","C 83, Shop no 2 RDC Rajnagar, Rajnagar,  Ghaziabad,  Uttar Pradesh - 201002",Ghaziabad,201002,https://www.medifee.com/dc/16781-max-lab/
16782-apollo-clinic-(indirapuram),Apollo clinic (Indirapuram),"1-860-500-7788 ","11, First Floor, Gaur Gravity Mall, Vaibhav Khand, Near Kalapatthar Road, Indirapuram,  Ghaziabad, Uttar Pradesh - 201014",Ghaziabad,201014,https://www.medifee.com/dc/16782-apollo-clinic-(indirapuram)/
16682-exo-center-(ghaziabad),Exo Center (Ghaziabad),"9892162344 ","Home service,  Ghaziabad, Haryana - 110093",Ghaziabad,110093,https://www.medifee.com/dc/16682-exo-center-(ghaziabad)/
13287-arjun-diagnostics,Arjun Diagnostics,"0120 648 6655 ","J-100 Patel Nagar-I, Raj Nagar,  Ghaziabad, Uttar Pradesh - 201001",Ghaziabad,201001,https://www.medifee.com/dc/13287-arjun-diagnostics/
13373-pathlab360-pvt.-ltd.,Pathlab360 Pvt. Ltd.,"9811549177 ","458/4, Sector-4 Vaishali, Sahibabad,  Ghaziabad, Delhi - 201010",Ghaziabad,201010,https://www.medifee.com/dc/13373-pathlab360-pvt.-ltd./
13736-mediplus-diagnostic,Mediplus Diagnostic,"9999823650 ","Shop No. 1 Satayam Enclave Lal Kuan Ghaziabad, Raj Nagar,  Ghaziabad, Uttar Pradesh - 201001",Ghaziabad,201001,https://www.medifee.com/dc/13736-mediplus-diagnostic/
13999-generic-diagno-lab,Generic Diagno Lab,"7840000770 ","Plot No.580 Sector 1 Vaishali, Sahibabad,  Ghaziabad, Uttar Pradesh - 201010",Ghaziabad,201010,https://www.medifee.com/dc/13999-generic-diagno-lab/
16127-dr.-lal-path-labs-(ghaziabad),Dr. Lal Path Labs (Ghaziabad),"7410037366 ","Sample Collection All Over Gaziabad Area,  Ghaziabad, Uttar Pradesh - ",Ghaziabad,NaN,https://www.medifee.com/dc/16127-dr.-lal-path-labs-(ghaziabad)/
1659-purvanchal-metro-city-hospital,Purvanchal Metro City Hospital,"0551 250 0033, 9598072090, 9698072091, 9598072093 ","H N Singh Chowk, Medical College Road, Gorakhpur Ho,  Gorakhpur, Uttar Pradesh - 273001",Gorakhpur,273001,https://www.medifee.com/dc/1659-purvanchal-metro-city-hospital/
1660-vasundhara-patient-care,Vasundhara Patient Care,"8005135637, 9005933859 ","Near Gurudwara, Gorakhpur Ho,  Gorakhpur, Uttar Pradesh - 273001",Gorakhpur,273001,https://www.medifee.com/dc/1660-vasundhara-patient-care/
1661-jp-ultrasound-and-x-ray-center,JP Ultrasound and X Ray Center,"9839150286, 9839215086 ","Main Road, Near Shiv Mandir, Tamkuhiraj, Tamkuhi,  Gorakhpur, Uttar Pradesh - 274407",Gorakhpur,274407,https://www.medifee.com/dc/1661-jp-ultrasound-and-x-ray-center/
1662-hope-diagnostic-and-research-centre,Hope Diagnostic and Research Centre,"0551 233 0184 ","108-B, Golghar, Gandhi Nagar, Gorakhpur HO,  Gorakhpur, Uttar Pradesh - 273001",Gorakhpur,273001,https://www.medifee.com/dc/1662-hope-diagnostic-and-research-centre/
1663-life-diagnostics,Life Diagnostics,"0551 220 5103, 9793148884, 9450513002 ","33, Sri Ram Tower, Kasya Road, Betiahata Chowk, Gorakhpur HO,  Gorakhpur, Uttar Pradesh - 273001",Gorakhpur,273001,https://www.medifee.com/dc/1663-life-diagnostics/
1664-krishna-diagnostic-centre,Krishna Diagnostic Centre,"0551 234 4148 ","Jubilee College Road, Kamla Arcade, Buxipur, Gorakhpur HO,  Gorakhpur, Uttar Pradesh - 273001",Gorakhpur,273001,https://www.medifee.com/dc/1664-krishna-diagnostic-centre/
1665-a-new-star-pathology-dmlt,A New Star Pathology DMLT,"9838501715, 9451804965 ","Main Road, Near Mill Gate, Ghughli RS,  Gorakhpur, Uttar Pradesh - 273151",Gorakhpur,273151,https://www.medifee.com/dc/1665-a-new-star-pathology-dmlt/
1666-charak-pathology-centre,Charak Pathology Centre,"0551 233 0174, 9450468184 ","Dilejapur, Near Shiv Mandir, Gorakhpur HO,  Gorakhpur, Uttar Pradesh - 273001",Gorakhpur,273001,https://www.medifee.com/dc/1666-charak-pathology-centre/
1667-janta-hospital,Janta Hospital,"05564 272 112, 9839197603, 9984521522 ","Main Road, Near Gola Bazar, Kusi Nagar, Gorakhpur HO,  Gorakhpur, Uttar Pradesh - 273001",Gorakhpur,273001,https://www.medifee.com/dc/1667-janta-hospital/
1668-neelam-pathology,Neelam Pathology,"9473888810 ","Khajanchi Chowk, Medical Road, Gorakhpur HO,  Gorakhpur, Uttar Pradesh - 273001",Gorakhpur,273001,https://www.medifee.com/dc/1668-neelam-pathology/
1669-j-k-diagnostic,J K Diagnostic,"9415478143, 9721584990 ","Sapha Road Kasia, Near Dr C P Gupta, Kasia, Gorakhpur HO,  Gorakhpur, Uttar Pradesh - 273001",Gorakhpur,273001,https://www.medifee.com/dc/1669-j-k-diagnostic/
1670-sakshi-pathology,Sakshi Pathology,"9651841297, 9161711670 ","Patna Chauraha, Barhalganj,  Gorakhpur, Uttar Pradesh - 273402",Gorakhpur,273402,https://www.medifee.com/dc/1670-sakshi-pathology/
1719-manisha-pathology-center,Manisha Pathology Center,"9455243498, 8052694734 ","Brahmapur Road, Nai Bazar, Gorakhpur HO,  Gorakhpur, Uttar Pradesh - 273001",Gorakhpur,273001,https://www.medifee.com/dc/1719-manisha-pathology-center/
1720-vision-pathology,Vision Pathology,"9838517593 ","Infront Baba Raghav Dass Medical College, Gorakhpur HO,  Gorakhpur, Uttar Pradesh - 273001",Gorakhpur,273001,https://www.medifee.com/dc/1720-vision-pathology/
1721-sai-diagnostic-and-health-clinic,SAI Diagnostic and Health Clinic,"9451725748 ","Pipraich Road, Near Sena Bhawan, Padri Bazar, Gorakhpur HO,  Gorakhpur, Uttar Pradesh - 273001",Gorakhpur,273001,https://www.medifee.com/dc/1721-sai-diagnostic-and-health-clinic/
1722-sri-sai-ram-diagnostic-centre,Sri Sai Ram Diagnostic Centre,"0551 250 2556, 9415669950 ","B.r.d Medical Collage, Opposite Durga Mandir, Gorakhpur HO,  Gorakhpur, Uttar Pradesh - 273001",Gorakhpur,273001,https://www.medifee.com/dc/1722-sri-sai-ram-diagnostic-centre/
1723-getanjali-patient-care-centre,Getanjali Patient Care Centre,"0551 233 5482, 9450886346 ","Singh Complex, Lovely Niwas, National Highway, South Betiyahata, Gorakhpur HO,  Gorakhpur, Uttar Pradesh - 273001",Gorakhpur,273001,https://www.medifee.com/dc/1723-getanjali-patient-care-centre/
1724-cherish-patient-care-centre,Cherish Patient Care Centre,"9889801099 ","Opposite Brd Medical College, Gorakhpur Ho,  Gorakhpur, Uttar Pradesh - 273001",Gorakhpur,273001,https://www.medifee.com/dc/1724-cherish-patient-care-centre/
1725-devas-hospital,Devas Hospital,"0551 225 7046, 9415282433, 9839366058, 9336615331 ","C-124/56, Lata Bhawan, Subhas Nagar, 4th Lane, Humayunpur North, Near Shani Mandir, Gorakhpur HO,  Gorakhpur, Uttar Pradesh - 273001",Gorakhpur,273001,https://www.medifee.com/dc/1725-devas-hospital/
1726-krishna-path-lab,Krishna Path Lab,"9565879268, 8574641035 ","Nagar Nigam Complex, Shop No. 29, Pipraich Road, Near Asuran Chowk, Gorakhpur HO,  Gorakhpur, Uttar Pradesh - 273001",Gorakhpur,273001,https://www.medifee.com/dc/1726-krishna-path-lab/
1727-nirmal-pathology,Nirmal Pathology,"9794507501, 9369225477 ","Mehawa Chungi, Transport Nagar, Near Police Chowki, Gorakhpur HO,  Gorakhpur, Uttar Pradesh - 273001",Gorakhpur,273001,https://www.medifee.com/dc/1727-nirmal-pathology/
1728-sanjivani-pathology,Sanjivani Pathology,"9415846671, 9795524907 ","Normal Road, Nagalia Hospital, Betiahata,  Gorakhpur, Uttar Pradesh - 273001",Gorakhpur,273001,https://www.medifee.com/dc/1728-sanjivani-pathology/
1729-r-k-pathology-centre,R K Pathology Centre,"9838673877 ","Town Hall, Gorakhpur HO,  Gorakhpur, Uttar Pradesh - 273001",Gorakhpur,273001,https://www.medifee.com/dc/1729-r-k-pathology-centre/
1730-a-k-diagnostic-centre-(gorakhpur-ho),A K Diagnostic Centre (Gorakhpur HO),"0551 234 5315 ","Golghar, Gorakhpur HO,  Gorakhpur, Uttar Pradesh - 273001",Gorakhpur,273001,https://www.medifee.com/dc/1730-a-k-diagnostic-centre-(gorakhpur-ho)/
1731-aishwarya-diagnostic-centre,Aishwarya Diagnostic Centre,"0551 645 3111, 9451803155 ","Pipraich Road, Asuran Chowk, Near Rapti Complex, Gorakhpur HO,  Gorakhpur, Uttar Pradesh - 273001",Gorakhpur,273001,https://www.medifee.com/dc/1731-aishwarya-diagnostic-centre/
1742-aman-pathology-centre-(golghar),Aman Pathology Centre (Golghar),"9838555505 ","Bargadwa Chauraha, Golghar,  Gorakhpur, Uttar Pradesh - 273001",Gorakhpur,273001,https://www.medifee.com/dc/1742-aman-pathology-centre-(golghar)/
1767-priya-pathology,Priya Pathology,"9305772050 ","Nichalaul Road, Siswa Bazar,  Gorakhpur, Uttar Pradesh - 273153",Gorakhpur,273153,https://www.medifee.com/dc/1767-priya-pathology/
1768-janta-diagoniest-center,Janta Diagoniest Center,"0551 680 6477, 9839868547, 9336409447 ","Char Fatak Road, Mohaddipur,  Gorakhpur, Uttar Pradesh - 273001",Gorakhpur,273001,https://www.medifee.com/dc/1768-janta-diagoniest-center/
1769-sangya-pathology-kendra,Sangya Pathology Kendra,"9450844183 ","Chandra Chauraha Kauri, Ram Road, Gola Bazar, Kunraghat,  Gorakhpur, Uttar Pradesh - 273008",Gorakhpur,273008,https://www.medifee.com/dc/1769-sangya-pathology-kendra/
1770-urvashi-pathology,Urvashi Pathology,"9415854599, 9451033514 ","Gorakhnath Mandir, Gorakhnath Mandir,  Gorakhpur, Uttar Pradesh - 273015",Gorakhpur,273015,https://www.medifee.com/dc/1770-urvashi-pathology/
2643-apollo-labs-and-diagnostic-centre,Apollo Labs and Diagnostic Centre,"0551 233 5800, 0551 233 5801 ","142-A, Near Hanuman Mandir, Betiahata,  Gorakhpur, Uttar Pradesh - 273001",Gorakhpur,273001,https://www.medifee.com/dc/2643-apollo-labs-and-diagnostic-centre/
3138-kanchan-pathology-centre,Kanchan Pathology Centre,"9305771673 ","Muglaha Medical Store, Gorakhpur HO,  Gorakhpur, Uttar Pradesh - 273001",Gorakhpur,273001,https://www.medifee.com/dc/3138-kanchan-pathology-centre/
3139-janki-pathology,Janki Pathology,"0551 320 1367 ","Glaxi Complex, Medical College Road, Near Vishnu Mandir Ashuran, Gorakhpur HO,  Gorakhpur, Uttar Pradesh - 273001",Gorakhpur,273001,https://www.medifee.com/dc/3139-janki-pathology/
3140-urmil-patient-care-centre,Urmil Patient Care Centre,"0551 225 3869, 9454271342, 9453224746 ","Near Shani DEV Mandir, Jatepur, Humayunpur (N), Gorakhpur HO,  Gorakhpur, Uttar Pradesh - 273001",Gorakhpur,273001,https://www.medifee.com/dc/3140-urmil-patient-care-centre/
3141-savitri-pathology-centre,Savitri Pathology Centre,"9695573573 ","Police Chowki Road, Gola Bazar, Gola,  Gorakhpur, Uttar Pradesh - 273408",Gorakhpur,273408,https://www.medifee.com/dc/3141-savitri-pathology-centre/
3142-amit-pathology-center,Amit Pathology Center,"9451813110, 9838298020 ","Main Road, Near Shankar Medical Hall, Naurangia,  Gorakhpur, Uttar Pradesh - 274305",Gorakhpur,274305,https://www.medifee.com/dc/3142-amit-pathology-center/
3143-singh-pathalogy-center,Singh Pathalogy Center,"9936808301 ","Ramkola Road, Oppposite Of Hero Honda Agency, Padrauna City,  Gorakhpur, Uttar Pradesh - 274304",Gorakhpur,274304,https://www.medifee.com/dc/3143-singh-pathalogy-center/
3144-dhawan-labs-and-diagnostic-centre,Dhawan Labs and Diagnostic Centre,"0551 220 3567 ","33, Opposite MM Nursing Home, Gorakhpur GPO,  Gorakhpur, Uttar Pradesh - 273001",Gorakhpur,273001,https://www.medifee.com/dc/3144-dhawan-labs-and-diagnostic-centre/
3145-punam-pathology,Punam Pathology,"9918739445, 9919536264 ","Main Road, Near Gola Bajar, Kasia,  Gorakhpur, Uttar Pradesh - 274402",Gorakhpur,274402,https://www.medifee.com/dc/3145-punam-pathology/
5040-vasundara-patient-care-centre,Vasundara Patient Care Centre,"9005933859, 9889004302 ","Mohadipur, Opposite Mahindara Gas Service, Near Sundaram Marriage Home, Kunraghat,  Gorakhpur, Uttar Pradesh - 273008",Gorakhpur,273008,https://www.medifee.com/dc/5040-vasundara-patient-care-centre/
5041-mateshwari-pathology,Mateshwari Pathology,"9919647901 ","Near Goverment Hospital, Fazilnagar,  Gorakhpur, Uttar Pradesh - 274401",Gorakhpur,274401,https://www.medifee.com/dc/5041-mateshwari-pathology/
8317-duplicate-client-dr-lal-path-labs,Duplicate Client Dr Lal path labs,"0731 800 0902 ","girdhargnj sabji market kunraghat,  Gorakhpur, Uttar Pradesh - 273008",Gorakhpur,273008,https://www.medifee.com/dc/8317-duplicate-client-dr-lal-path-labs/
12207-sri-ram-pathology,Sri Ram Pathology,"8737050051 ","Opposite B.R.D.Medical College,  Gorakhpur, Uttar Pradesh - 273013",Gorakhpur,273013,https://www.medifee.com/dc/12207-sri-ram-pathology/
13198-apollo-clinic--gorakhpur,Apollo Clinic - Gorakhpur,"1860 500 7788 ","142-A, Hanuman Mandir Road, Betiahata,  Gorakhpur, Uttar Pradesh - 273001",Gorakhpur,273001,https://www.medifee.com/dc/13198-apollo-clinic--gorakhpur/
13199-metropolis,Metropolis,"0551 220 0410 ","House No.434, Opposite Govt. Jubilee Inter College, Buxipur,  Gorakhpur, Uttar Pradesh - 273001",Gorakhpur,273001,https://www.medifee.com/dc/13199-metropolis/
13200-ak-pathology,AK Pathology,"9839037927 ","Gorakhpur-Kushinagar Road, Pipal Dara Near Ram Gad Taal Pul, Kunraghat,  Gorakhpur, Uttar Pradesh - 273008",Gorakhpur,273008,https://www.medifee.com/dc/13200-ak-pathology/
16093-dr.-lal-path-labs-(gorakhpur),Dr. Lal Path Labs (Gorakhpur),"7410037366 ","Sample Collection All Over Gorakhpur Area,  Gorakhpur, Uttar Pradesh - ",Gorakhpur,NaN,https://www.medifee.com/dc/16093-dr.-lal-path-labs-(gorakhpur)/
1782-sai-bhaskar-multi-speciality-hospital,Sai Bhaskar Multi Speciality Hospital,"0863 224 1370, 9052345651, 9052345631 ","6-21-11, 6/2, Arundalpet,  Guntur, Andhra Pradesh - 522002",Guntur,522002,https://www.medifee.com/dc/1782-sai-bhaskar-multi-speciality-hospital/
1783-sri-krishna-institute-of-medical-sciences,Sri Krishna Institute of Medical Sciences,"0863 222 5777 ","Mangalagiri Road, Near Manipuram Bridge, RTC Bus Stand, Guntur HO,  Guntur, Andhra Pradesh - 522002",Guntur,522002,https://www.medifee.com/dc/1783-sri-krishna-institute-of-medical-sciences/
1784-disha-lab,Disha Lab,"0863 232 4792 ","Old Club Road, Kothapeta,  Guntur, Andhra Pradesh - 522001",Guntur,522001,https://www.medifee.com/dc/1784-disha-lab/
1785-vijaya-diagnostics,Vijaya Diagnostics,"0863 664 3024, 9885688936 ","Door No 22-14-35, Murthy Fashion Road, Near Old Bus Stand, Guntur HO,  Guntur, Andhra Pradesh - 522002",Guntur,522002,https://www.medifee.com/dc/1785-vijaya-diagnostics/
1786-ma-advanced-diagnostic-research-centre,Ma Advanced Diagnostic & Research Centre,"0863 232 8333, 0863 225 6333, 0863 226 2655, 9885300080 ","House No 12-12-75 To 79, Near Bose Statue, Kotha Peta,  Guntur, Andhra Pradesh - 522001",Guntur,522001,https://www.medifee.com/dc/1786-ma-advanced-diagnostic-research-centre/
1787-peoples-diagnostic-centre,Peoples Diagnostic Centre,"0863 222 4118 ","Door No 12-24-18, Near Reliance Fresh, Kothapeta,  Guntur, Andhra Pradesh - 522002",Guntur,522002,https://www.medifee.com/dc/1787-peoples-diagnostic-centre/
1788-service-health-organisation,Service Health Organisation,"0863 224 2995, 0863 223 6530, 9848391212 ","2/1 Lane, Brodipet,  Guntur, Andhra Pradesh - 522002",Guntur,522002,https://www.medifee.com/dc/1788-service-health-organisation/
1789-sri-bala-sudha-diagnostic-centre,Sri Bala Sudha Diagnostic Centre,"0863 232 7575 ","5-87-9,  Main Road, Lakshmi Puram,  Guntur, Andhra Pradesh - 522003",Guntur,522003,https://www.medifee.com/dc/1789-sri-bala-sudha-diagnostic-centre/
1790-amulya-diagnostic-centre,Amulya Diagnostic Centre,"0863 235 1540 ","8th Line, Gv Thota, Old Club Road, Guntur HO,  Guntur, Andhra Pradesh - 522002",Guntur,522002,https://www.medifee.com/dc/1790-amulya-diagnostic-centre/
1791-navya-diagnostics,Navya Diagnostics,"0863 222 2000 ","Old Club Road, Kothapeta,  Guntur, Andhra Pradesh - 522001",Guntur,522001,https://www.medifee.com/dc/1791-navya-diagnostics/
1792-surya-cr-xray-and-diagnostic-centre,Surya Cr Xray and Diagnostic Centre,"0863 645 7697 ","Dr Gvk Function Plaza, Old Club Road,  Guntur, Andhra Pradesh - 522001",Guntur,522001,https://www.medifee.com/dc/1792-surya-cr-xray-and-diagnostic-centre/
1793-national-liver-and-gastro-hospital,National Liver and Gastro Hospital,"0863 222 1311, 0863 222 4258, 9440214706 ","Old Club Road, Near Bose Statue, Kotha Peta,  Guntur, Andhra Pradesh - 522001",Guntur,522001,https://www.medifee.com/dc/1793-national-liver-and-gastro-hospital/
1794-care-clinical-specialities,Care Clinical Specialities,"0863 221 1414, 0863 221 1419, 9392227979, 9247407709, 7799867979 ","12-25-42/1, 1st Floor, Msr Complex, Kotha Peta,  Guntur, Andhra Pradesh - 522001",Guntur,522001,https://www.medifee.com/dc/1794-care-clinical-specialities/
1795-lalitha-super-speciality-hospital,Lalitha Super Speciality Hospital,"0863 222 2866, 0863 221 7401, 0863 221 7402, 9440808620, 9440800357 ","Gowri Shanker Theatre Road, Kotha Peta,  Guntur, Andhra Pradesh - 522001",Guntur,522001,https://www.medifee.com/dc/1795-lalitha-super-speciality-hospital/
1796-doctors-x-ray-institute,Doctors X Ray Institute,"0863 222 0382 ","Old Guntur, Old Guntur,  Guntur, Andhra Pradesh - 522001",Guntur,522001,https://www.medifee.com/dc/1796-doctors-x-ray-institute/
1797-sivaram-clinical-laboratory,Sivaram Clinical Laboratory,"0863 223 8909 ","15 / 1, Arundelpet,  Guntur, Andhra Pradesh - 522002",Guntur,522002,https://www.medifee.com/dc/1797-sivaram-clinical-laboratory/
1798-jaya-diagnostic-centre,Jaya Diagnostic Centre,"0863 221 0798 ","12-29-16, Guntaground Road, Kothapeta,  Guntur, Andhra Pradesh - 522001",Guntur,522001,https://www.medifee.com/dc/1798-jaya-diagnostic-centre/
1799-mn-hospital,MN Hospital,"0863 221 7171 ","Door No 5-37-77, 4/10, Opposite Old City Cables, Brodipet,  Guntur, Andhra Pradesh - 522002",Guntur,522002,https://www.medifee.com/dc/1799-mn-hospital/
1800-andhra-x-ray-and-laboratories,Andhra X-Ray and Laboratories,"0863 224 1100, 9441065482 ","SAI Poly Clinic, Near Bose Statue, Kotha Peta,  Guntur, Andhra Pradesh - 522001",Guntur,522001,https://www.medifee.com/dc/1800-andhra-x-ray-and-laboratories/
1801-sunitha-scan-diagnostic-centre,Sunitha Scan & Diagnostic Centre,"0863 222 4721 ","Gowri Shankar Theatre Road, Kothapeta,  Guntur, Andhra Pradesh - 522001",Guntur,522001,https://www.medifee.com/dc/1801-sunitha-scan-diagnostic-centre/
1837-guntur-speciality-labs,Guntur Speciality Labs,"0863 226 4400 ","12-14-14, Opposite Sivalayam, Kothapeta,  Guntur, Andhra Pradesh - 522001",Guntur,522001,https://www.medifee.com/dc/1837-guntur-speciality-labs/
1838-zed-labs,Zed Labs,"0863 233 6490, 8688828385, 9866092977 ","Kothapet, Guntur HO,  Guntur, Andhra Pradesh - 522002",Guntur,522002,https://www.medifee.com/dc/1838-zed-labs/
1839-palnadu-diagnestic-centre,Palnadu Diagnestic Centre,"9949747507, 9949773885 ","Church Complex, Vinokonda Road, Near Church, Durgi,  Guntur, Andhra Pradesh - 522612",Guntur,522612,https://www.medifee.com/dc/1839-palnadu-diagnestic-centre/
1840-rs-diagnostic-center,RS Diagnostic Center,"9848602971, 9966280806 ","Dr Basava Punniah Hospatal Complex, Opposite D.t.d.c Courier, Beside Sivalayam, Kothapeta,  Guntur, Andhra Pradesh - 522001",Guntur,522001,https://www.medifee.com/dc/1840-rs-diagnostic-center/
1841-ratna-sai-diagnostic-centre,Ratna SAI Diagnostic Centre,"9441250145, 9494415058 ","Doctor Plaza, D S Kalyana Mandapam Road, Kothapeta,  Guntur, Andhra Pradesh - 522001",Guntur,522001,https://www.medifee.com/dc/1841-ratna-sai-diagnostic-centre/
1842-ravi-laboratory,Ravi Laboratory,"9849976070, 9949768929 ","G. B. C. Road, Ravi Nursing Home, Ponnur,  Guntur, Andhra Pradesh - 522237",Guntur,522237,https://www.medifee.com/dc/1842-ravi-laboratory/
1843-madhavi-x-ray-and-laboratory,Madhavi X Ray and Laboratory,"9866051119 ","Old Bank Road, Behind Saibhaskar Hospital, Kothapet,  Guntur, Andhra Pradesh - 500060",Guntur,500060,https://www.medifee.com/dc/1843-madhavi-x-ray-and-laboratory/
1844-konacc-diagnostic-center,Konacc Diagnostic Center,"0863 663 7160, 9550033999, 8096505050 ","Door Number 12-12-94, Old Club Road, Beside Chalasani Hospital, Kothapeta,  Guntur, Andhra Pradesh - 522001",Guntur,522001,https://www.medifee.com/dc/1844-konacc-diagnostic-center/
1845-m-s-diagnostics,M S Diagnostics,"0863 664 5355, 7416715669 ","Anna Srinivas Rao Kalyana Mandapam Road, Opposite Erra National Hospital, Kothapeta,  Guntur, Andhra Pradesh - 522001",Guntur,522001,https://www.medifee.com/dc/1845-m-s-diagnostics/
1846-dr-ranga-rao-nursing-home,Dr Ranga Rao Nursing Home,"0863 222 3479, 9849143461 ","Old Club Road, Kothapeta,  Guntur, Andhra Pradesh - 522001",Guntur,522001,https://www.medifee.com/dc/1846-dr-ranga-rao-nursing-home/
3160-r-k-scan-centre,R K Scan Centre,"0863 221 0560, 0863 222 2000 ","Kotha Pet, Old Club Road, Guntur Ho,  Guntur, Andhra Pradesh - 522002",Guntur,522002,https://www.medifee.com/dc/3160-r-k-scan-centre/
3161-bharati-x-ray,Bharati X-Ray,"0863 223 2879, 9949676906, 9246772898 ","1st Cross, Beside Ramachandra Furniture, 7th Line,  Guntur, Andhra Pradesh - 522002",Guntur,522002,https://www.medifee.com/dc/3161-bharati-x-ray/
3162-rupa-laboratory,Rupa Laboratory,"08645 224 3173, 9533335717 ","14-1-35/ A, G. B. C. Road, Chandra Mouli Hospital, Ponnur,  Guntur, Andhra Pradesh - 522237",Guntur,522237,https://www.medifee.com/dc/3162-rupa-laboratory/
3647-leo-lab,Leo Lab,"9502674777, 9059181042 ","12-11-14, sanakkayala factory road, near kanumoori hospital, Kotha Peta,  Guntur, Andhra Pradesh - 522001",Guntur,522001,https://www.medifee.com/dc/3647-leo-lab/
3648-jeevan-x-ray,Jeevan x Ray,"9885899161 ","Palnadu Road, Behind Suzuki Showroom, Narasaraopet,  Guntur, Andhra Pradesh - 522601",Guntur,522601,https://www.medifee.com/dc/3648-jeevan-x-ray/
4992-royal-diagnostics,Royal Diagnostics,"0863 233 6994 ","Beside Sivalayam, Kothapeta,  Guntur, Andhra Pradesh - 522001",Guntur,522001,https://www.medifee.com/dc/4992-royal-diagnostics/
4993-universal-diagnostics,Universal Diagnostics,"0863 225 5288 ","Muppirisettyvari Veedhi, Kothapeta,  Guntur, Andhra Pradesh - 522001",Guntur,522001,https://www.medifee.com/dc/4993-universal-diagnostics/
